Date;HomeTeam;AwayTeam;FullTimeHomeTeamGoals;FullTimeAwayTeamGoals;FullTimeResult;HalfTimeHomeTeamGoals;HalfTimeAwayTeamGoals;HalfTimeResult;HomeTeamShots;AwayTeamShots;HomeTeamShots;AwayTeamShots;HomeTeamFoulsCommitted;AwayTeamFoulsCommitted;HomeTeamCorners;AwayTeamCorners;HomeTeamYellowCards;AwayTeamYellowCards;HomeTeamRedCards;AwayTeamRedCards;;;;;;
09.04.1994;Hamburg;Werder Bremen;1;1;D;;;;;;;;;;;;;;;;;;;;;
09.04.1994;Leipzig;Nurnberg;0;2;A;;;;;;;;;;;;;;;;;;;;;
09.04.1994;Leverkusen;Freiburg;2;1;H;;;;;;;;;;;;;;;;;;;;;
09.04.1994;Stuttgart;Karlsruhe;3;0;H;;;;;;;;;;;;;;;;;;;;;
09.04.1994;Wattenscheid;M'Gladbach;3;1;H;;;;;;;;;;;;;;;;;;;;;
16.04.1994;Ein Frankfurt;Wattenscheid;5;1;H;;;;;;;;;;;;;;;;;;;;;
16.04.1994;FC Koln;Hamburg;3;0;H;;;;;;;;;;;;;;;;;;;;;
16.04.1994;Freiburg;Dresden;0;1;A;;;;;;;;;;;;;;;;;;;;;
16.04.1994;Kaiserslautern;Bayern Munich;4;0;H;;;;;;;;;;;;;;;;;;;;;
16.04.1994;Karlsruhe;Leipzig;3;2;H;;;;;;;;;;;;;;;;;;;;;
16.04.1994;M'Gladbach;Dortmund;0;0;D;;;;;;;;;;;;;;;;;;;;;
16.04.1994;Nurnberg;Duisburg;0;0;D;;;;;;;;;;;;;;;;;;;;;
16.04.1994;Schalke 04;Stuttgart;0;1;A;;;;;;;;;;;;;;;;;;;;;
16.04.1994;Werder Bremen;Leverkusen;2;1;H;;;;;;;;;;;;;;;;;;;;;
23.04.1994;Dortmund;Ein Frankfurt;2;0;H;;;;;;;;;;;;;;;;;;;;;
23.04.1994;Duisburg;Karlsruhe;1;2;A;;;;;;;;;;;;;;;;;;;;;
23.04.1994;Hamburg;M'Gladbach;1;3;A;;;;;;;;;;;;;;;;;;;;;
23.04.1994;Leipzig;Schalke 04;2;2;D;;;;;;;;;;;;;;;;;;;;;
23.04.1994;Leverkusen;Dresden;1;1;D;;;;;;;;;;;;;;;;;;;;;
23.04.1994;Stuttgart;Freiburg;0;4;A;;;;;;;;;;;;;;;;;;;;;
23.04.1994;Wattenscheid;Kaiserslautern;0;2;A;;;;;;;;;;;;;;;;;;;;;
23.04.1994;Werder Bremen;FC Koln;3;1;H;;;;;;;;;;;;;;;;;;;;;
30.04.1994;Dresden;Werder Bremen;1;0;H;;;;;;;;;;;;;;;;;;;;;
30.04.1994;Ein Frankfurt;Hamburg;1;1;D;;;;;;;;;;;;;;;;;;;;;
30.04.1994;Freiburg;Leipzig;1;0;H;;;;;;;;;;;;;;;;;;;;;
30.04.1994;Kaiserslautern;Dortmund;2;0;H;;;;;;;;;;;;;;;;;;;;;
30.04.1994;Karlsruhe;Bayern Munich;1;1;D;;;;;;;;;;;;;;;;;;;;;
30.04.1994;Leverkusen;Stuttgart;1;1;D;;;;;;;;;;;;;;;;;;;;;
30.04.1994;M'Gladbach;FC Koln;4;1;H;;;;;;;;;;;;;;;;;;;;;
30.04.1994;Nurnberg;Wattenscheid;4;1;H;;;;;;;;;;;;;;;;;;;;;
30.04.1994;Schalke 04;Duisburg;1;3;A;;;;;;;;;;;;;;;;;;;;;
07.05.1994;Bayern Munich;Schalke 04;2;0;H;;;;;;;;;;;;;;;;;;;;;
07.05.1994;Dortmund;Nurnberg;4;1;H;;;;;;;;;;;;;;;;;;;;;
07.05.1994;Duisburg;Freiburg;0;2;A;;;;;;;;;;;;;;;;;;;;;
07.05.1994;FC Koln;Ein Frankfurt;2;3;A;;;;;;;;;;;;;;;;;;;;;
07.05.1994;Hamburg;Kaiserslautern;1;3;A;;;;;;;;;;;;;;;;;;;;;
07.05.1994;Leipzig;Leverkusen;2;3;A;;;;;;;;;;;;;;;;;;;;;
07.05.1994;Stuttgart;Dresden;3;0;H;;;;;;;;;;;;;;;;;;;;;
07.05.1994;Wattenscheid;Karlsruhe;5;1;H;;;;;;;;;;;;;;;;;;;;;
07.05.1994;Werder Bremen;M'Gladbach;4;2;H;;;;;;;;;;;;;;;;;;;;;
19.08.1994;Leverkusen;Kaiserslautern;0;1;A;;;;;;;;;;;;;;;;;;;;;
19.08.1994;Schalke 04;M'gladbach;1;1;D;;;;;;;;;;;;;;;;;;;;;
19.08.1994;Stuttgart;Hamburg;2;1;H;;;;;;;;;;;;;;;;;;;;;
20.08.1994;Bayern Munich;Bochum;3;1;H;;;;;;;;;;;;;;;;;;;;;
20.08.1994;Dortmund;Munich 1860;4;0;H;;;;;;;;;;;;;;;;;;;;;
20.08.1994;Dresden;Werder Bremen;1;1;D;;;;;;;;;;;;;;;;;;;;;
20.08.1994;Ein Frankfurt;FC Koln;0;0;D;;;;;;;;;;;;;;;;;;;;;
20.08.1994;Karlsruhe;Freiburg;2;0;H;;;;;;;;;;;;;;;;;;;;;
20.08.1994;Uerdingen;Duisburg;1;1;D;;;;;;;;;;;;;;;;;;;;;
23.08.1994;Bochum;Dresden;2;0;H;;;;;;;;;;;;;;;;;;;;;
23.08.1994;FC Koln;Dortmund;1;6;A;;;;;;;;;;;;;;;;;;;;;
23.08.1994;Freiburg;Bayern Munich;5;1;H;;;;;;;;;;;;;;;;;;;;;
23.08.1994;Kaiserslautern;Ein Frankfurt;1;1;D;;;;;;;;;;;;;;;;;;;;;
23.08.1994;Munich 1860;Stuttgart;0;2;A;;;;;;;;;;;;;;;;;;;;;
24.08.1994;Duisburg;Schalke 04;2;2;D;;;;;;;;;;;;;;;;;;;;;
24.08.1994;Hamburg;Uerdingen;0;0;D;;;;;;;;;;;;;;;;;;;;;
24.08.1994;M'gladbach;Karlsruhe;2;2;D;;;;;;;;;;;;;;;;;;;;;
24.08.1994;Werder Bremen;Leverkusen;3;2;H;;;;;;;;;;;;;;;;;;;;;
26.08.1994;Dortmund;Kaiserslautern;2;1;H;;;;;;;;;;;;;;;;;;;;;
26.08.1994;Dresden;Freiburg;1;3;A;;;;;;;;;;;;;;;;;;;;;
27.08.1994;Bayern Munich;M'gladbach;3;0;H;;;;;;;;;;;;;;;;;;;;;
27.08.1994;Karlsruhe;Duisburg;4;1;H;;;;;;;;;;;;;;;;;;;;;
27.08.1994;Schalke 04;Hamburg;0;1;A;;;;;;;;;;;;;;;;;;;;;
27.08.1994;Stuttgart;FC Koln;2;2;D;;;;;;;;;;;;;;;;;;;;;
27.08.1994;Uerdingen;Munich 1860;1;1;D;;;;;;;;;;;;;;;;;;;;;
27.08.1994;Werder Bremen;Bochum;3;0;H;;;;;;;;;;;;;;;;;;;;;
28.08.1994;Leverkusen;Ein Frankfurt;4;0;H;;;;;;;;;;;;;;;;;;;;;
02.09.1994;Duisburg;Bayern Munich;0;3;A;;;;;;;;;;;;;;;;;;;;;
02.09.1994;Freiburg;Werder Bremen;1;3;A;;;;;;;;;;;;;;;;;;;;;
02.09.1994;M'gladbach;Dresden;2;0;H;;;;;;;;;;;;;;;;;;;;;
03.09.1994;Bochum;Leverkusen;1;3;A;;;;;;;;;;;;;;;;;;;;;
03.09.1994;Ein Frankfurt;Dortmund;4;1;H;;;;;;;;;;;;;;;;;;;;;
03.09.1994;FC Koln;Uerdingen;2;0;H;;;;;;;;;;;;;;;;;;;;;
03.09.1994;Hamburg;Karlsruhe;3;1;H;;;;;;;;;;;;;;;;;;;;;
03.09.1994;Kaiserslautern;Stuttgart;3;2;H;;;;;;;;;;;;;;;;;;;;;
03.09.1994;Munich 1860;Schalke 04;0;1;A;;;;;;;;;;;;;;;;;;;;;
17.09.1994;Bayern Munich;Hamburg;1;1;D;;;;;;;;;;;;;;;;;;;;;
17.09.1994;Bochum;Freiburg;1;3;A;;;;;;;;;;;;;;;;;;;;;
17.09.1994;Dresden;Duisburg;4;2;H;;;;;;;;;;;;;;;;;;;;;
17.09.1994;Karlsruhe;Munich 1860;3;1;H;;;;;;;;;;;;;;;;;;;;;
17.09.1994;Leverkusen;Dortmund;2;2;D;;;;;;;;;;;;;;;;;;;;;
17.09.1994;Schalke 04;FC Koln;3;1;H;;;;;;;;;;;;;;;;;;;;;
17.09.1994;Stuttgart;Ein Frankfurt;4;1;H;;;;;;;;;;;;;;;;;;;;;
17.09.1994;Uerdingen;Kaiserslautern;1;3;A;;;;;;;;;;;;;;;;;;;;;
17.09.1994;Werder Bremen;M'gladbach;1;0;H;;;;;;;;;;;;;;;;;;;;;
21.09.1994;Munich 1860;Bayern Munich;1;3;A;;;;;;;;;;;;;;;;;;;;;
23.09.1994;Ein Frankfurt;Uerdingen;0;3;A;;;;;;;;;;;;;;;;;;;;;
23.09.1994;FC Koln;Karlsruhe;3;4;A;;;;;;;;;;;;;;;;;;;;;
24.09.1994;Dortmund;Stuttgart;5;0;H;;;;;;;;;;;;;;;;;;;;;
24.09.1994;Duisburg;Werder Bremen;0;2;A;;;;;;;;;;;;;;;;;;;;;
24.09.1994;Freiburg;Leverkusen;1;1;D;;;;;;;;;;;;;;;;;;;;;
24.09.1994;Hamburg;Dresden;2;1;H;;;;;;;;;;;;;;;;;;;;;
24.09.1994;Kaiserslautern;Schalke 04;3;1;H;;;;;;;;;;;;;;;;;;;;;
24.09.1994;M'gladbach;Bochum;7;1;H;;;;;;;;;;;;;;;;;;;;;
30.09.1994;Bochum;Duisburg;1;0;H;;;;;;;;;;;;;;;;;;;;;
30.09.1994;Dresden;Munich 1860;1;1;D;;;;;;;;;;;;;;;;;;;;;
01.10.1994;Bayern Munich;FC Koln;2;2;D;;;;;;;;;;;;;;;;;;;;;
01.10.1994;Karlsruhe;Kaiserslautern;3;3;D;;;;;;;;;;;;;;;;;;;;;
01.10.1994;Leverkusen;Stuttgart;3;1;H;;;;;;;;;;;;;;;;;;;;;
01.10.1994;Schalke 04;Ein Frankfurt;0;0;D;;;;;;;;;;;;;;;;;;;;;
01.10.1994;Uerdingen;Dortmund;0;2;A;;;;;;;;;;;;;;;;;;;;;
02.10.1994;Freiburg;M'gladbach;1;1;D;;;;;;;;;;;;;;;;;;;;;
05.10.1994;Kaiserslautern;Bayern Munich;1;1;D;;;;;;;;;;;;;;;;;;;;;
06.10.1994;Werder Bremen;Hamburg;1;4;A;;;;;;;;;;;;;;;;;;;;;
08.10.1994;Dortmund;Schalke 04;3;2;H;;;;;;;;;;;;;;;;;;;;;
08.10.1994;Duisburg;Freiburg;1;2;A;;;;;;;;;;;;;;;;;;;;;
08.10.1994;Ein Frankfurt;Karlsruhe;1;0;H;;;;;;;;;;;;;;;;;;;;;
08.10.1994;FC Koln;Dresden;1;2;A;;;;;;;;;;;;;;;;;;;;;
08.10.1994;Hamburg;Bochum;3;1;H;;;;;;;;;;;;;;;;;;;;;
08.10.1994;M'gladbach;Leverkusen;3;3;D;;;;;;;;;;;;;;;;;;;;;
08.10.1994;Munich 1860;Werder Bremen;1;2;A;;;;;;;;;;;;;;;;;;;;;
08.10.1994;Stuttgart;Uerdingen;3;1;H;;;;;;;;;;;;;;;;;;;;;
15.10.1994;Bayern Munich;Ein Frankfurt;3;3;D;;;;;;;;;;;;;;;;;;;;;
15.10.1994;Bochum;Munich 1860;2;2;D;;;;;;;;;;;;;;;;;;;;;
15.10.1994;Dresden;Kaiserslautern;1;0;H;;;;;;;;;;;;;;;;;;;;;
15.10.1994;Freiburg;Hamburg;3;0;H;;;;;;;;;;;;;;;;;;;;;
15.10.1994;Karlsruhe;Dortmund;0;0;D;;;;;;;;;;;;;;;;;;;;;
15.10.1994;Leverkusen;Uerdingen;1;1;D;;;;;;;;;;;;;;;;;;;;;
15.10.1994;M'gladbach;Duisburg;1;0;H;;;;;;;;;;;;;;;;;;;;;
15.10.1994;Schalke 04;Stuttgart;1;1;D;;;;;;;;;;;;;;;;;;;;;
15.10.1994;Werder Bremen;FC Koln;2;2;D;;;;;;;;;;;;;;;;;;;;;
22.10.1994;Dortmund;Bayern Munich;1;0;H;;;;;;;;;;;;;;;;;;;;;
22.10.1994;Duisburg;Leverkusen;0;2;A;;;;;;;;;;;;;;;;;;;;;
22.10.1994;Ein Frankfurt;Dresden;2;0;H;;;;;;;;;;;;;;;;;;;;;
22.10.1994;FC Koln;Bochum;2;1;H;;;;;;;;;;;;;;;;;;;;;
22.10.1994;Hamburg;M'gladbach;1;2;A;;;;;;;;;;;;;;;;;;;;;
22.10.1994;Munich 1860;Freiburg;4;0;H;;;;;;;;;;;;;;;;;;;;;
22.10.1994;Stuttgart;Karlsruhe;4;0;H;;;;;;;;;;;;;;;;;;;;;
22.10.1994;Uerdingen;Schalke 04;1;1;D;;;;;;;;;;;;;;;;;;;;;
23.10.1994;Kaiserslautern;Werder Bremen;1;1;D;;;;;;;;;;;;;;;;;;;;;
28.10.1994;Bochum;Kaiserslautern;0;2;A;;;;;;;;;;;;;;;;;;;;;
29.10.1994;Bayern Munich;Stuttgart;2;2;D;;;;;;;;;;;;;;;;;;;;;
29.10.1994;Dresden;Dortmund;0;1;A;;;;;;;;;;;;;;;;;;;;;
29.10.1994;Freiburg;FC Koln;4;2;H;;;;;;;;;;;;;;;;;;;;;
29.10.1994;Karlsruhe;Uerdingen;2;1;H;;;;;;;;;;;;;;;;;;;;;
29.10.1994;Leverkusen;Schalke 04;2;2;D;;;;;;;;;;;;;;;;;;;;;
29.10.1994;M'gladbach;Munich 1860;2;0;H;;;;;;;;;;;;;;;;;;;;;
29.10.1994;Werder Bremen;Ein Frankfurt;2;0;H;;;;;;;;;;;;;;;;;;;;;
30.10.1994;Duisburg;Hamburg;0;5;A;;;;;;;;;;;;;;;;;;;;;
04.11.1994;Schalke 04;Karlsruhe;0;0;D;;;;;;;;;;;;;;;;;;;;;
04.11.1994;Stuttgart;Dresden;4;2;H;;;;;;;;;;;;;;;;;;;;;
05.11.1994;Ein Frankfurt;Bochum;2;1;H;;;;;;;;;;;;;;;;;;;;;
05.11.1994;FC Koln;M'gladbach;1;3;A;;;;;;;;;;;;;;;;;;;;;
05.11.1994;Hamburg;Leverkusen;1;2;A;;;;;;;;;;;;;;;;;;;;;
05.11.1994;Kaiserslautern;Freiburg;3;2;H;;;;;;;;;;;;;;;;;;;;;
05.11.1994;Munich 1860;Duisburg;1;1;D;;;;;;;;;;;;;;;;;;;;;
05.11.1994;Uerdingen;Bayern Munich;1;1;D;;;;;;;;;;;;;;;;;;;;;
06.11.1994;Dortmund;Werder Bremen;2;0;H;;;;;;;;;;;;;;;;;;;;;
11.11.1994;Bochum;Dortmund;0;2;A;;;;;;;;;;;;;;;;;;;;;
11.11.1994;M'gladbach;Kaiserslautern;4;0;H;;;;;;;;;;;;;;;;;;;;;
12.11.1994;Bayern Munich;Schalke 04;2;0;H;;;;;;;;;;;;;;;;;;;;;
12.11.1994;Dresden;Uerdingen;1;2;A;;;;;;;;;;;;;;;;;;;;;
12.11.1994;Duisburg;FC Koln;1;3;A;;;;;;;;;;;;;;;;;;;;;
12.11.1994;Freiburg;Ein Frankfurt;2;0;H;;;;;;;;;;;;;;;;;;;;;
12.11.1994;Leverkusen;Karlsruhe;0;0;D;;;;;;;;;;;;;;;;;;;;;
12.11.1994;Werder Bremen;Stuttgart;4;0;H;;;;;;;;;;;;;;;;;;;;;
13.11.1994;Hamburg;Munich 1860;3;0;H;;;;;;;;;;;;;;;;;;;;;
18.11.1994;FC Koln;Hamburg;1;1;D;;;;;;;;;;;;;;;;;;;;;
18.11.1994;Schalke 04;Dresden;4;0;H;;;;;;;;;;;;;;;;;;;;;
19.11.1994;Dortmund;Freiburg;1;1;D;;;;;;;;;;;;;;;;;;;;;
19.11.1994;Ein Frankfurt;M'gladbach;2;1;H;;;;;;;;;;;;;;;;;;;;;
19.11.1994;Kaiserslautern;Duisburg;1;0;H;;;;;;;;;;;;;;;;;;;;;
19.11.1994;Karlsruhe;Bayern Munich;2;2;D;;;;;;;;;;;;;;;;;;;;;
19.11.1994;Munich 1860;Leverkusen;1;1;D;;;;;;;;;;;;;;;;;;;;;
19.11.1994;Stuttgart;Bochum;2;2;D;;;;;;;;;;;;;;;;;;;;;
19.11.1994;Uerdingen;Werder Bremen;1;3;A;;;;;;;;;;;;;;;;;;;;;
25.11.1994;Bochum;Uerdingen;2;1;H;;;;;;;;;;;;;;;;;;;;;
25.11.1994;Werder Bremen;Schalke 04;2;1;H;;;;;;;;;;;;;;;;;;;;;
26.11.1994;Bayern Munich;Leverkusen;2;1;H;;;;;;;;;;;;;;;;;;;;;
26.11.1994;Dresden;Karlsruhe;1;1;D;;;;;;;;;;;;;;;;;;;;;
26.11.1994;FC Koln;Munich 1860;2;1;H;;;;;;;;;;;;;;;;;;;;;
26.11.1994;Freiburg;Stuttgart;2;0;H;;;;;;;;;;;;;;;;;;;;;
26.11.1994;Hamburg;Kaiserslautern;0;0;D;;;;;;;;;;;;;;;;;;;;;
26.11.1994;M'gladbach;Dortmund;3;3;D;;;;;;;;;;;;;;;;;;;;;
27.11.1994;Duisburg;Ein Frankfurt;1;0;H;;;;;;;;;;;;;;;;;;;;;
29.11.1994;Bochum;Karlsruhe;0;1;A;;;;;;;;;;;;;;;;;;;;;
29.11.1994;FC Koln;Kaiserslautern;0;1;A;;;;;;;;;;;;;;;;;;;;;
29.11.1994;M'gladbach;Uerdingen;1;0;H;;;;;;;;;;;;;;;;;;;;;
02.12.1994;Kaiserslautern;Munich 1860;1;1;D;;;;;;;;;;;;;;;;;;;;;
03.12.1994;Bayern Munich;Dresden;2;1;H;;;;;;;;;;;;;;;;;;;;;
03.12.1994;Dortmund;Duisburg;1;0;H;;;;;;;;;;;;;;;;;;;;;
03.12.1994;Ein Frankfurt;Hamburg;2;0;H;;;;;;;;;;;;;;;;;;;;;
03.12.1994;Karlsruhe;Werder Bremen;3;1;H;;;;;;;;;;;;;;;;;;;;;
03.12.1994;Leverkusen;FC Koln;3;1;H;;;;;;;;;;;;;;;;;;;;;
03.12.1994;Schalke 04;Bochum;3;2;H;;;;;;;;;;;;;;;;;;;;;
03.12.1994;Stuttgart;M'gladbach;2;4;A;;;;;;;;;;;;;;;;;;;;;
03.12.1994;Uerdingen;Freiburg;0;2;A;;;;;;;;;;;;;;;;;;;;;
10.12.1994;Dresden;Leverkusen;1;1;D;;;;;;;;;;;;;;;;;;;;;
10.12.1994;Duisburg;Stuttgart;2;0;H;;;;;;;;;;;;;;;;;;;;;
10.12.1994;Freiburg;Schalke 04;3;0;H;;;;;;;;;;;;;;;;;;;;;
10.12.1994;Hamburg;Dortmund;0;4;A;;;;;;;;;;;;;;;;;;;;;
10.12.1994;Munich 1860;Ein Frankfurt;2;1;H;;;;;;;;;;;;;;;;;;;;;
10.12.1994;Werder Bremen;Bayern Munich;0;0;D;;;;;;;;;;;;;;;;;;;;;
17.02.1995;Duisburg;Uerdingen;2;0;H;;;;;;;;;;;;;;;;;;;;;
17.02.1995;FC Koln;Ein Frankfurt;3;0;H;;;;;;;;;;;;;;;;;;;;;
17.02.1995;Freiburg;Karlsruhe;2;1;H;;;;;;;;;;;;;;;;;;;;;
18.02.1995;Bochum;Bayern Munich;1;2;A;;;;;;;;;;;;;;;;;;;;;
18.02.1995;Hamburg;Stuttgart;0;2;A;;;;;;;;;;;;;;;;;;;;;
18.02.1995;Kaiserslautern;Leverkusen;1;0;H;;;;;;;;;;;;;;;;;;;;;
18.02.1995;M'gladbach;Schalke 04;0;1;A;;;;;;;;;;;;;;;;;;;;;
18.02.1995;Munich 1860;Dortmund;1;5;A;;;;;;;;;;;;;;;;;;;;;
18.02.1995;Werder Bremen;Dresden;1;0;H;;;;;;;;;;;;;;;;;;;;;
25.02.1995;Bayern Munich;Freiburg;2;2;D;;;;;;;;;;;;;;;;;;;;;
25.02.1995;Dortmund;FC Koln;2;1;H;;;;;;;;;;;;;;;;;;;;;
25.02.1995;Dresden;Bochum;0;2;A;;;;;;;;;;;;;;;;;;;;;
25.02.1995;Ein Frankfurt;Kaiserslautern;1;3;A;;;;;;;;;;;;;;;;;;;;;
25.02.1995;Leverkusen;Werder Bremen;1;2;A;;;;;;;;;;;;;;;;;;;;;
25.02.1995;Schalke 04;Duisburg;0;0;D;;;;;;;;;;;;;;;;;;;;;
25.02.1995;Stuttgart;Munich 1860;1;1;D;;;;;;;;;;;;;;;;;;;;;
25.02.1995;Uerdingen;Hamburg;4;1;H;;;;;;;;;;;;;;;;;;;;;
26.02.1995;Karlsruhe;M'gladbach;2;4;A;;;;;;;;;;;;;;;;;;;;;
04.03.1995;Bochum;Werder Bremen;1;3;A;;;;;;;;;;;;;;;;;;;;;
04.03.1995;Duisburg;Karlsruhe;0;0;D;;;;;;;;;;;;;;;;;;;;;
04.03.1995;Ein Frankfurt;Leverkusen;2;0;H;;;;;;;;;;;;;;;;;;;;;
04.03.1995;Freiburg;Dresden;3;1;H;;;;;;;;;;;;;;;;;;;;;
04.03.1995;Hamburg;Schalke 04;3;0;H;;;;;;;;;;;;;;;;;;;;;
04.03.1995;Kaiserslautern;Dortmund;1;0;H;;;;;;;;;;;;;;;;;;;;;
04.03.1995;M'gladbach;Bayern Munich;2;2;D;;;;;;;;;;;;;;;;;;;;;
05.03.1995;FC Koln;Stuttgart;1;0;H;;;;;;;;;;;;;;;;;;;;;
10.03.1995;Bayern Munich;Duisburg;1;1;D;;;;;;;;;;;;;;;;;;;;;
10.03.1995;Werder Bremen;Freiburg;5;1;H;;;;;;;;;;;;;;;;;;;;;
11.03.1995;Dortmund;Ein Frankfurt;1;1;D;;;;;;;;;;;;;;;;;;;;;
11.03.1995;Dresden;M'gladbach;0;3;A;;;;;;;;;;;;;;;;;;;;;
11.03.1995;Karlsruhe;Hamburg;2;0;H;;;;;;;;;;;;;;;;;;;;;
11.03.1995;Leverkusen;Bochum;1;3;A;;;;;;;;;;;;;;;;;;;;;
11.03.1995;Stuttgart;Kaiserslautern;2;2;D;;;;;;;;;;;;;;;;;;;;;
11.03.1995;Uerdingen;FC Koln;0;0;D;;;;;;;;;;;;;;;;;;;;;
12.03.1995;Schalke 04;Munich 1860;6;2;H;;;;;;;;;;;;;;;;;;;;;
17.03.1995;Kaiserslautern;Uerdingen;1;1;D;;;;;;;;;;;;;;;;;;;;;
17.03.1995;M'gladbach;Werder Bremen;2;0;H;;;;;;;;;;;;;;;;;;;;;
18.03.1995;Dortmund;Leverkusen;0;3;A;;;;;;;;;;;;;;;;;;;;;
18.03.1995;Ein Frankfurt;Stuttgart;2;2;D;;;;;;;;;;;;;;;;;;;;;
18.03.1995;FC Koln;Schalke 04;5;1;H;;;;;;;;;;;;;;;;;;;;;
18.03.1995;Freiburg;Bochum;1;2;A;;;;;;;;;;;;;;;;;;;;;
18.03.1995;Hamburg;Bayern Munich;1;1;D;;;;;;;;;;;;;;;;;;;;;
18.03.1995;Munich 1860;Karlsruhe;1;0;H;;;;;;;;;;;;;;;;;;;;;
19.03.1995;Duisburg;Dresden;1;1;D;;;;;;;;;;;;;;;;;;;;;
21.03.1995;Munich 1860;Uerdingen;1;1;D;;;;;;;;;;;;;;;;;;;;;
25.03.1995;Bayern Munich;Munich 1860;1;0;H;;;;;;;;;;;;;;;;;;;;;
25.03.1995;Bochum;M'gladbach;0;2;A;;;;;;;;;;;;;;;;;;;;;
25.03.1995;Dresden;Hamburg;1;1;D;;;;;;;;;;;;;;;;;;;;;
25.03.1995;Karlsruhe;FC Koln;0;0;D;;;;;;;;;;;;;;;;;;;;;
25.03.1995;Leverkusen;Freiburg;2;4;A;;;;;;;;;;;;;;;;;;;;;
25.03.1995;Schalke 04;Kaiserslautern;0;1;A;;;;;;;;;;;;;;;;;;;;;
25.03.1995;Stuttgart;Dortmund;0;0;D;;;;;;;;;;;;;;;;;;;;;
25.03.1995;Uerdingen;Ein Frankfurt;1;1;D;;;;;;;;;;;;;;;;;;;;;
25.03.1995;Werder Bremen;Duisburg;5;1;H;;;;;;;;;;;;;;;;;;;;;
31.03.1995;Duisburg;Bochum;3;1;H;;;;;;;;;;;;;;;;;;;;;
31.03.1995;Ein Frankfurt;Schalke 04;0;3;A;;;;;;;;;;;;;;;;;;;;;
01.04.1995;Dortmund;Uerdingen;3;1;H;;;;;;;;;;;;;;;;;;;;;
01.04.1995;FC Koln;Bayern Munich;3;1;H;;;;;;;;;;;;;;;;;;;;;
01.04.1995;Kaiserslautern;Karlsruhe;0;0;D;;;;;;;;;;;;;;;;;;;;;
01.04.1995;M'gladbach;Freiburg;1;2;A;;;;;;;;;;;;;;;;;;;;;
01.04.1995;Munich 1860;Dresden;3;1;H;;;;;;;;;;;;;;;;;;;;;
01.04.1995;Stuttgart;Leverkusen;4;2;H;;;;;;;;;;;;;;;;;;;;;
02.04.1995;Hamburg;Werder Bremen;0;0;D;;;;;;;;;;;;;;;;;;;;;
07.04.1995;Bochum;Hamburg;0;0;D;;;;;;;;;;;;;;;;;;;;;
07.04.1995;Uerdingen;Stuttgart;4;1;H;;;;;;;;;;;;;;;;;;;;;
08.04.1995;Bayern Munich;Kaiserslautern;1;1;D;;;;;;;;;;;;;;;;;;;;;
08.04.1995;Dresden;FC Koln;1;3;A;;;;;;;;;;;;;;;;;;;;;
08.04.1995;Freiburg;Duisburg;3;0;H;;;;;;;;;;;;;;;;;;;;;
08.04.1995;Karlsruhe;Ein Frankfurt;1;1;D;;;;;;;;;;;;;;;;;;;;;
08.04.1995;Leverkusen;M'gladbach;3;1;H;;;;;;;;;;;;;;;;;;;;;
08.04.1995;Schalke 04;Dortmund;0;0;D;;;;;;;;;;;;;;;;;;;;;
09.04.1995;Werder Bremen;Munich 1860;2;0;H;;;;;;;;;;;;;;;;;;;;;
13.04.1995;Dortmund;Karlsruhe;2;1;H;;;;;;;;;;;;;;;;;;;;;
13.04.1995;Hamburg;Freiburg;1;2;A;;;;;;;;;;;;;;;;;;;;;
13.04.1995;Uerdingen;Leverkusen;0;1;A;;;;;;;;;;;;;;;;;;;;;
15.04.1995;Duisburg;M'gladbach;0;2;A;;;;;;;;;;;;;;;;;;;;;
15.04.1995;Ein Frankfurt;Bayern Munich;2;0;H;;;;;;;;;;;;;;;;;;;;;
15.04.1995;FC Koln;Werder Bremen;1;1;D;;;;;;;;;;;;;;;;;;;;;
15.04.1995;Kaiserslautern;Dresden;3;1;H;;;;;;;;;;;;;;;;;;;;;
15.04.1995;Stuttgart;Schalke 04;1;1;D;;;;;;;;;;;;;;;;;;;;;
16.04.1995;Munich 1860;Bochum;4;0;H;;;;;;;;;;;;;;;;;;;;;
21.04.1995;Bochum;FC Koln;1;0;H;;;;;;;;;;;;;;;;;;;;;
21.04.1995;Karlsruhe;Stuttgart;3;1;H;;;;;;;;;;;;;;;;;;;;;
21.04.1995;M'gladbach;Hamburg;2;1;H;;;;;;;;;;;;;;;;;;;;;
22.04.1995;Bayern Munich;Dortmund;2;1;H;;;;;;;;;;;;;;;;;;;;;
22.04.1995;Dresden;Ein Frankfurt;1;2;A;;;;;;;;;;;;;;;;;;;;;
22.04.1995;Freiburg;Munich 1860;1;1;D;;;;;;;;;;;;;;;;;;;;;
22.04.1995;Leverkusen;Duisburg;2;0;H;;;;;;;;;;;;;;;;;;;;;
22.04.1995;Schalke 04;Uerdingen;2;0;H;;;;;;;;;;;;;;;;;;;;;
22.04.1995;Werder Bremen;Kaiserslautern;2;2;D;;;;;;;;;;;;;;;;;;;;;
28.04.1995;FC Koln;Freiburg;2;0;H;;;;;;;;;;;;;;;;;;;;;
28.04.1995;Hamburg;Duisburg;3;0;H;;;;;;;;;;;;;;;;;;;;;
29.04.1995;Dortmund;Dresden;2;0;H;;;;;;;;;;;;;;;;;;;;;
29.04.1995;Kaiserslautern;Bochum;3;1;H;;;;;;;;;;;;;;;;;;;;;
